Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
40682,1.125,0.076,0.236,0.496,-0.102,0.151,-0.295,0.324,0.037,-0.150,1.778,0.141,-1.698,0.324,1.097,0.169,0.410,-0.489,-0.621,-0.249,-0.201,-0.633,0.199,-0.376,-0.022,0.142,-0.005,0.010,1.790,0
40683,1.025,-0.994,0.252,-0.690,-0.908,-0.213,-0.425,-0.029,-1.178,0.665,1.790,0.563,0.814,-0.031,0.215,0.995,0.245,-1.392,0.394,0.414,0.328,0.553,-0.175,0.065,0.362,-0.214,-0.008,0.031,167.390,0
40686,-9.726,0.217,-5.037,0.094,-3.272,-1.898,-2.348,4.013,-0.302,0.031,-0.255,1.939,-0.136,3.299,-0.099,2.131,0.823,-0.089,-0.171,-0.575,-0.556,-2.127,-2.342,0.222,-0.157,0.465,0.495,-0.822,49.990,0
40687,0.996,-0.516,1.248,0.863,-1.320,-0.104,-0.730,0.269,0.859,-0.062,0.913,0.464,-1.446,0.092,-0.355,0.374,-0.270,0.376,0.161,-0.050,-0.003,-0.068,0.003,0.550,0.126,0.284,-0.008,0.028,74.990,0
40687,1.003,-0.316,1.139,0.639,-0.227,1.745,-0.929,0.643,0.830,-0.446,0.320,1.107,0.519,-0.397,1.228,-1.130,0.998,-2.248,-1.594,-0.210,0.032,0.473,0.156,-0.899,-0.040,0.444,0.093,0.013,4.800,0
40687,0.361,-2.674,-0.045,-0.276,-1.363,1.099,-0.580,0.195,0.314,0.119,-1.998,-1.118,-0.621,-0.652,-0.150,0.971,0.534,-1.305,0.919,1.089,0.251,-0.323,-0.597,-1.298,0.267,-0.181,-0.039,0.099,545.650,0
40687,0.879,-0.754,1.118,0.378,-1.206,-0.026,-0.463,0.072,0.992,-0.594,-0.086,1.376,1.054,-0.702,-0.182,-0.543,0.481,-1.305,-0.067,0.234,-0.088,-0.219,0.015,0.525,0.008,0.933,-0.036,0.041,146.860,0
40688,-0.440,0.682,1.860,1.264,0.255,0.259,1.150,-0.389,0.008,0.173,-0.576,-0.562,-1.122,-0.227,0.440,-1.328,0.486,-0.618,0.803,0.074,-0.117,0.177,-0.274,0.081,0.032,-0.256,-0.289,-0.349,64.130,0
40690,-0.194,0.600,0.397,-0.727,0.268,-0.573,0.424,-0.212,-1.785,0.183,-0.125,-1.092,0.334,-0.971,1.087,0.348,1.628,-1.178,1.368,0.241,0.320,0.908,-0.311,-0.290,-0.029,0.071,0.016,0.151,14.000,0
40690,1.320,-0.753,0.962,-0.604,-1.551,-0.727,-0.994,-0.067,-0.385,0.598,-0.339,-0.689,0.215,-0.422,1.129,1.488,0.062,-0.835,0.216,0.141,0.397,1.034,-0.127,0.422,0.414,-0.051,0.032,0.030,39.980,0
40690,1.109,-0.292,0.252,0.588,-0.243,0.227,-0.174,0.105,0.682,-0.278,-1.175,-0.004,-0.549,0.005,0.254,-0.222,0.064,-0.870,0.153,-0.029,-0.291,-0.812,-0.028,-0.631,0.293,0.356,-0.024,0.015,71.950,0
40702,1.195,-0.427,0.913,0.153,-0.956,-0.091,-0.604,0.058,1.185,-0.473,-1.181,0.594,0.406,-0.647,-0.301,0.012,-0.055,-0.514,0.642,0.014,-0.247,-0.489,-0.009,-0.030,0.204,0.970,-0.037,0.015,35.000,0
40708,1.506,-1.201,0.304,-1.688,-1.207,0.181,-1.333,0.057,-1.809,1.590,0.157,-0.529,0.868,-0.394,0.195,0.356,-0.303,1.200,0.265,-0.225,-0.030,0.275,-0.207,-0.832,0.514,-0.002,0.043,0.007,30.000,0
40713,-1.031,0.573,0.349,-0.295,-0.757,-0.702,1.054,0.428,-0.381,-0.637,0.607,0.064,-1.893,0.909,-1.254,0.185,-0.238,0.202,-0.318,0.118,0.225,0.326,0.377,0.514,-0.392,0.265,0.154,0.171,179.230,0
40715,1.582,-1.008,-0.164,-1.706,-0.661,0.250,-1.010,-0.031,-1.780,1.395,-1.478,-1.162,0.899,-0.399,0.902,-0.294,0.268,-0.056,-0.075,-0.311,-0.279,-0.351,-0.107,-1.334,0.509,-0.090,0.046,0.003,10.000,0
40716,-0.699,-0.061,2.098,0.115,-0.226,0.437,0.621,-0.057,0.408,-0.620,-1.532,-0.156,0.358,-0.779,0.058,0.204,-0.575,0.227,0.448,0.430,-0.006,0.036,0.072,-0.433,-0.120,0.288,-0.102,-0.091,142.930,0
40728,-0.745,0.777,0.314,-0.582,1.104,2.113,-0.105,1.191,-0.626,-0.665,0.521,-0.169,-1.505,1.110,1.292,-0.389,0.354,-1.086,-0.692,-0.344,0.033,-0.025,0.037,-2.426,-0.778,0.263,0.037,0.053,11.900,0
40729,-0.624,0.848,1.457,-0.246,0.832,1.133,0.388,0.500,-0.508,-0.519,0.665,0.669,0.604,0.135,1.868,-1.098,0.773,-2.373,-1.539,0.011,-0.098,-0.049,0.104,-0.970,-0.485,0.198,0.340,0.108,2.670,0
40729,1.236,0.481,-0.220,0.915,0.332,-0.658,0.528,-0.250,-0.673,0.180,1.216,1.343,1.000,0.539,-0.106,0.029,-0.742,0.109,0.151,-0.045,0.052,0.197,-0.222,0.035,0.897,-0.297,-0.008,0.001,12.900,0
40730,-1.007,1.401,0.927,0.113,0.713,-1.204,0.888,-0.070,-0.982,-0.776,1.950,0.242,-0.331,-1.244,0.140,0.534,0.921,0.862,0.079,0.131,-0.076,-0.181,-0.405,0.424,0.464,0.378,0.141,0.131,0.760,0
40733,1.102,0.133,0.167,1.012,0.018,-0.031,0.074,0.171,-0.173,0.185,1.071,0.098,-1.702,0.997,0.588,0.236,-0.408,-0.343,-0.089,-0.192,-0.414,-1.404,0.193,-0.426,0.123,-0.802,0.006,0.015,39.400,0
40733,-1.718,-0.946,1.857,-1.481,-1.061,2.306,-0.468,1.322,-0.924,-0.776,1.306,0.016,-1.222,-0.169,-0.686,-0.013,1.698,-2.611,-0.756,0.335,0.408,0.707,0.422,-1.042,0.111,-0.199,-0.065,-0.043,237.310,0
40735,1.443,-1.214,0.879,-1.208,-2.122,-1.034,-1.295,-0.104,-1.434,1.462,-0.451,-1.489,-0.748,-0.214,0.944,-0.208,0.573,0.394,-0.578,-0.377,-0.000,0.320,0.007,0.678,0.297,-0.072,0.039,0.029,30.000,0
40736,-0.471,-0.044,-0.099,0.733,1.694,0.611,0.230,0.313,-0.264,0.198,-0.412,0.233,-0.075,0.348,-0.189,-0.331,-0.489,0.475,1.150,0.391,0.105,0.302,-0.000,-1.701,-0.096,-0.203,0.332,0.125,59.840,0
40738,1.582,-1.198,-1.147,-2.504,0.985,3.234,-1.492,0.748,-1.984,1.502,-0.243,-1.027,0.498,-0.177,0.749,-0.078,0.006,0.397,0.129,-0.209,-0.269,-0.523,0.002,0.982,0.550,-0.191,0.033,0.014,10.000,0
40738,1.213,-0.349,0.904,0.344,-1.143,-0.554,-0.586,0.033,1.057,-0.270,-0.864,-0.126,-0.925,-0.176,0.234,0.071,0.021,-0.209,0.144,-0.119,0.029,0.241,-0.069,0.477,0.318,1.154,-0.052,0.008,15.990,0
40743,-0.761,1.166,1.031,1.349,-0.333,0.001,0.203,0.624,-0.217,-0.292,-1.056,-0.578,-1.765,0.666,0.362,-1.017,0.893,-0.432,0.727,-0.058,-0.005,0.123,-0.047,0.050,-0.118,-0.216,0.289,0.139,23.270,0
40744,-0.865,1.243,1.567,1.932,-0.657,0.020,0.020,0.539,-1.173,0.457,1.042,0.584,0.065,0.378,-0.189,1.224,-0.841,0.520,-0.827,-0.332,0.132,0.152,0.269,0.486,-0.622,-0.301,-0.267,-0.055,47.920,0
40748,-1.052,-0.965,1.179,-1.247,-1.157,-0.398,1.804,-0.396,-1.281,-0.187,-0.334,-0.633,-0.791,-0.079,-0.351,-2.070,0.447,0.274,-1.643,0.254,-0.139,-0.357,0.719,0.579,-0.046,0.887,-0.271,-0.104,356.460,0
40753,-2.355,1.685,0.861,-0.262,-0.354,-0.834,0.481,0.166,0.305,1.515,1.671,1.058,0.490,-0.124,0.211,0.245,-0.644,-0.083,0.160,0.349,-0.412,-0.399,0.228,0.521,-0.014,-0.030,-0.229,-0.444,12.280,0
40754,1.062,0.103,0.362,1.426,-0.115,-0.136,0.201,-0.081,0.146,-0.177,-0.384,1.018,0.797,-0.105,-0.187,-0.757,0.211,-1.078,-0.389,-0.022,-0.059,-0.011,-0.121,0.117,0.675,-0.321,0.036,0.027,62.020,0
40754,1.161,-0.031,-0.348,1.555,1.861,4.306,-0.959,1.090,-0.130,0.576,-0.767,-0.065,-0.056,-0.185,-0.236,0.775,-0.852,0.310,-0.499,-0.006,0.024,0.062,-0.143,1.026,0.686,0.163,0.029,0.024,19.950,0
40754,0.555,-0.848,-0.116,1.459,-0.676,-0.605,0.553,-0.114,0.018,-0.003,1.020,0.360,-1.596,0.815,-0.493,-0.173,-0.184,0.236,0.042,0.413,0.213,-0.067,-0.408,0.531,0.621,-0.337,-0.064,0.059,329.600,0
40756,-1.385,-1.725,0.332,-1.330,2.337,3.354,-0.866,1.017,-1.348,0.193,-0.410,-0.849,0.091,-0.342,0.229,0.508,0.571,-0.937,2.476,1.085,0.117,-0.404,0.364,1.000,0.512,-0.142,-0.012,0.104,179.000,0
40757,1.029,0.206,0.136,1.253,-0.278,-1.271,0.672,-0.375,-0.345,-0.065,0.095,0.680,0.432,0.488,0.670,-0.167,-0.241,-0.824,-0.255,0.086,-0.261,-0.989,0.051,0.686,0.404,-0.726,-0.016,0.044,109.990,0
40758,1.019,0.008,0.371,1.317,-0.114,0.173,0.057,0.101,-0.021,0.010,1.212,1.380,0.096,0.214,-0.821,-0.533,-0.004,-0.508,-0.096,-0.051,-0.014,0.052,-0.126,0.050,0.624,-0.337,0.028,0.016,62.000,0
40763,-0.709,1.286,-0.131,0.383,-0.241,-0.139,-0.182,0.731,0.409,-0.267,1.325,1.075,-0.063,-1.387,-1.006,0.066,1.235,0.183,-0.223,0.164,-0.081,0.139,0.092,-0.065,-0.259,0.311,0.330,0.071,12.310,0
40765,-0.636,1.284,0.391,0.880,0.529,-0.947,0.701,0.132,-1.161,-0.421,-0.846,0.334,0.862,0.687,0.692,-0.399,-0.072,-0.035,0.673,-0.011,0.178,0.409,-0.232,0.073,-0.003,-0.283,0.037,0.054,1.490,0
40765,-0.562,-0.418,-0.610,-1.015,0.319,0.660,-0.332,0.525,-1.385,0.490,-0.404,-0.451,0.192,0.165,-0.480,0.776,0.367,-0.746,2.092,0.065,0.300,0.778,0.023,-1.652,-0.192,-0.011,-0.097,-0.070,75.900,0
40767,1.426,-1.166,0.820,-1.296,-1.879,-0.815,-1.177,-0.137,-1.613,1.395,-0.485,-0.916,0.454,-0.438,0.840,-0.104,0.392,0.099,-0.331,-0.256,-0.258,-0.457,0.111,0.333,0.131,-0.336,0.044,0.037,48.000,0
40774,-0.855,0.742,0.503,0.511,1.656,4.601,-0.845,1.713,0.314,-0.566,-1.328,0.441,-0.350,-0.352,-1.438,-0.903,0.560,-0.115,2.025,0.174,-0.414,-0.918,-0.094,1.000,0.202,-0.382,0.306,0.113,8.680,0
40775,-0.350,0.907,1.426,-0.129,0.368,-0.142,0.758,0.001,-0.485,-0.179,1.763,0.494,-0.211,-0.372,0.498,0.216,-0.058,-0.090,-0.156,0.175,-0.232,-0.454,-0.009,-0.040,-0.292,0.056,0.090,-0.138,14.550,0
40775,-1.520,-0.045,1.684,-2.247,-0.887,-0.989,-0.078,0.477,1.267,-2.102,-0.725,1.254,0.906,-0.366,0.043,-0.286,-0.109,-0.051,0.132,0.265,0.090,0.209,-0.039,0.458,0.265,-0.192,0.208,0.033,78.000,0
40775,-0.589,0.577,1.180,-0.425,0.352,-0.462,1.456,-0.559,0.162,-0.275,-0.066,-0.526,-0.681,-0.741,0.761,0.243,-0.235,-0.621,-1.144,-0.219,-0.234,-0.316,0.238,0.005,-1.010,-0.230,-0.362,-0.289,89.990,0
40781,1.060,0.041,0.383,1.251,-0.312,-0.366,0.050,-0.024,0.101,0.000,-0.293,-0.045,-0.546,0.461,1.300,-0.053,-0.179,-0.439,-0.847,-0.078,0.094,0.172,-0.096,0.051,0.494,-0.304,0.023,0.031,69.120,0
40783,-0.536,1.355,0.064,0.885,0.582,-0.179,0.466,0.213,-0.130,-0.024,1.350,-0.865,-2.188,-0.996,1.045,0.300,1.086,1.198,0.145,-0.013,-0.014,0.199,-0.112,-0.506,-0.267,-0.350,-0.368,-0.400,1.000,0
40790,1.168,0.059,0.241,0.553,-0.366,-0.340,-0.277,0.235,0.177,-0.079,1.392,-0.425,-2.573,0.474,0.941,0.510,0.175,0.079,-0.248,-0.274,-0.239,-0.824,0.178,-0.096,0.022,0.116,-0.028,0.011,1.980,0
40791,-1.772,1.552,-1.394,-2.371,1.224,2.962,-1.154,2.262,-0.148,-0.651,-0.633,0.311,0.121,0.869,0.618,1.300,-0.704,0.156,-0.463,0.055,-0.094,-0.641,0.127,1.021,0.080,0.755,0.015,-0.011,1.840,0
40791,1.296,0.620,-0.841,0.928,0.943,0.086,0.224,-0.045,-0.068,-0.623,-0.901,-0.157,0.712,-1.211,1.356,0.596,0.413,0.410,-0.417,-0.059,-0.110,-0.180,-0.269,-1.423,0.823,-0.213,0.050,0.035,1.000,0
40796,1.224,0.710,0.482,2.361,0.209,-0.265,0.279,-0.176,-0.942,0.639,-0.729,0.492,1.450,0.017,0.341,0.755,-0.860,-0.472,-0.732,-0.050,-0.210,-0.600,0.009,-0.123,0.463,-0.161,-0.004,0.023,5.290,0
40797,0.999,-0.346,2.005,2.992,-1.209,1.262,-1.206,0.482,1.212,0.226,-2.130,0.238,-0.171,-1.273,-1.847,0.269,-0.084,0.105,-0.370,-0.089,0.053,0.539,-0.211,-0.061,0.517,0.278,0.085,0.042,45.500,0
40797,-0.463,0.881,0.873,0.160,0.677,-1.166,1.039,-0.089,-0.862,-0.262,1.017,0.141,-1.318,0.868,-0.710,0.167,-0.740,0.286,-0.699,-0.243,0.213,0.479,-0.130,0.500,-0.272,-0.579,0.129,0.165,1.000,0
40799,-1.007,1.692,0.842,-0.192,0.148,-0.795,0.769,-0.084,0.038,0.379,-0.279,0.403,1.263,-0.879,0.849,0.377,-0.212,-0.202,-0.053,0.572,-0.369,-0.731,-0.024,-0.008,0.083,0.105,0.567,0.292,8.990,0
40800,1.132,0.267,0.916,2.335,-0.415,0.179,-0.427,0.240,-0.476,0.881,0.562,-0.303,-1.312,0.527,0.243,1.293,-1.049,0.876,-0.799,-0.195,0.158,0.330,-0.099,-0.023,0.400,0.104,-0.002,0.014,10.650,0
40803,1.283,-0.671,0.105,-0.776,-0.616,-0.258,-0.461,-0.112,-0.860,0.541,-0.402,-0.346,0.903,-0.266,0.952,0.947,0.302,-1.721,0.337,0.230,0.185,0.383,-0.146,-0.411,0.495,-0.154,0.012,0.020,75.980,0
40806,-1.192,0.035,1.783,-1.825,-0.908,-0.077,-0.798,0.792,-1.271,-0.010,1.191,-0.059,0.007,-0.039,0.015,1.661,0.014,-0.649,-0.424,0.187,0.569,1.378,-0.179,0.054,0.054,-0.171,0.231,0.055,29.000,0
40806,-0.062,-0.307,1.209,-2.442,-0.104,0.634,-0.167,-0.122,-2.545,1.409,0.487,-0.431,1.386,-0.680,-0.070,-0.398,-0.030,0.413,0.294,-0.158,-0.163,0.082,-0.279,-1.154,-0.029,-0.206,-0.194,-0.191,15.000,0
40807,-0.572,0.472,2.766,0.930,-0.223,0.622,0.042,0.237,0.308,-0.214,0.232,-0.069,-1.577,-0.265,-0.680,-0.313,-0.115,0.701,1.347,0.041,-0.157,-0.143,-0.338,-0.039,0.206,-0.343,-0.046,-0.149,0.760,0
40808,-1.710,-0.391,2.720,-1.355,-1.464,0.619,-0.975,-1.364,-0.438,-0.169,0.893,0.893,0.856,-1.299,-2.172,1.126,0.352,-0.872,0.527,-0.503,1.710,0.470,-0.514,0.647,0.411,-0.166,0.417,-0.024,172.220,0
40810,1.214,0.327,0.284,0.641,-0.161,-0.597,0.026,-0.080,-0.011,-0.334,0.200,0.460,0.469,-0.312,1.317,0.174,0.258,-0.780,-0.558,-0.097,-0.257,-0.694,0.156,0.041,0.152,0.123,-0.005,0.028,1.290,0
40810,-0.201,1.378,-0.135,0.930,0.234,-0.718,0.591,0.290,-0.717,-0.066,-0.439,0.273,0.136,0.814,0.865,-0.733,0.293,-0.547,0.018,-0.085,0.206,0.723,0.099,0.092,-0.756,-0.384,0.331,0.165,4.490,0
40812,-0.686,1.353,0.918,0.108,-0.330,-1.033,0.358,0.368,-0.524,-0.732,-0.405,-0.066,-0.094,-0.059,0.885,0.518,0.192,-0.065,-0.096,-0.001,-0.221,-0.722,0.058,0.325,-0.143,0.075,0.116,0.036,9.980,0
40812,-1.679,-1.351,2.414,-1.233,-0.417,-0.201,-0.536,0.398,-0.332,-0.278,-0.889,-0.723,-0.586,-0.911,-0.900,0.619,0.789,-1.758,0.008,0.689,0.185,0.211,0.259,0.067,0.468,-0.284,0.244,0.152,149.380,0
40813,-1.167,0.760,0.240,-0.564,0.004,0.095,1.101,0.204,-0.162,-0.193,0.660,0.438,-0.803,0.374,-1.002,-0.074,-0.347,-0.304,-0.409,-0.322,0.041,0.499,0.127,-0.275,-0.413,0.292,-0.067,-0.147,122.130,0
40819,1.132,0.142,1.296,3.046,-0.758,0.213,-0.530,0.155,-2.169,1.950,-0.461,-0.685,-0.293,0.175,0.473,-0.576,-0.177,0.503,-2.775,-0.613,-0.522,-1.198,0.315,0.262,-0.104,-0.253,0.039,0.044,23.910,0
40821,-0.865,0.879,1.678,-0.554,0.744,-0.468,0.927,0.125,-0.820,-0.796,1.452,1.112,0.161,0.305,-0.898,0.531,-1.019,-0.442,-2.052,-0.259,0.036,-0.038,-0.058,0.174,-0.111,-0.892,0.095,0.121,7.240,0
40821,1.177,0.218,-0.189,0.956,0.950,1.547,-0.107,0.338,0.075,-0.189,-0.212,0.928,0.841,-0.166,-0.019,-0.723,0.203,-1.019,-0.427,0.012,-0.094,-0.186,0.112,3.680,0.738,-0.485,0.023,0.053,16.240,0
40823,-1.458,1.116,0.020,0.510,1.298,4.526,-1.208,2.148,0.338,-0.482,-1.452,0.613,-0.284,-0.106,-1.458,-0.796,0.718,-0.094,1.992,0.180,-0.407,-0.952,-0.028,0.997,0.278,-0.374,0.300,0.091,9.320,0
40824,1.223,-0.002,0.414,0.648,-0.381,-0.214,-0.178,0.066,0.314,-0.005,0.645,0.750,-0.639,0.220,-0.825,0.036,-0.305,-0.042,0.637,-0.147,-0.212,-0.477,-0.028,0.032,0.451,0.274,-0.029,-0.003,1.000,0
40825,1.157,-0.182,0.030,0.183,-0.559,-1.045,0.102,-0.100,0.288,-0.106,-0.107,-0.787,-2.207,0.868,1.320,-0.239,0.315,-0.913,-0.389,-0.168,-0.032,-0.242,0.026,0.427,0.224,1.021,-0.107,-0.001,49.950,0
40826,-0.559,0.681,2.463,0.250,-1.002,0.398,-0.796,-1.333,0.378,-0.661,-0.075,0.314,-0.098,-0.072,1.355,0.669,-0.494,0.013,-2.037,-0.481,1.773,0.183,-0.203,0.381,1.333,-0.203,0.183,0.161,30.980,0
40826,-1.740,1.255,0.758,-0.145,0.078,0.636,0.298,0.947,-0.825,-1.217,-0.529,1.363,1.279,0.275,-1.553,0.675,-0.786,0.417,0.304,-0.205,-0.124,-0.594,-0.340,-1.024,0.768,-0.562,-0.292,-0.139,75.220,0
40835,-1.998,0.698,1.390,-0.438,-0.257,-0.411,-0.138,0.623,-0.127,-0.161,1.265,0.154,-1.526,0.655,0.341,0.597,-0.371,-0.038,-0.899,-0.383,0.008,-0.205,0.019,0.182,0.240,0.134,-0.499,0.075,5.370,0
40835,-1.587,1.549,0.487,-0.137,-0.323,0.047,-0.210,1.034,-0.293,-0.323,-0.187,0.723,-0.254,0.546,-1.084,0.242,-0.154,0.320,0.956,-0.009,-0.125,-0.385,-0.150,-0.485,0.140,0.271,0.036,0.084,4.960,0
40838,-1.061,0.752,1.318,1.745,0.139,0.371,-0.043,0.767,-1.254,0.182,-0.143,-0.467,-1.103,0.782,-0.042,1.484,-1.056,0.982,-0.320,-0.018,0.076,-0.324,0.119,-0.589,-0.595,-0.271,0.003,0.034,60.670,0
40838,1.175,-0.838,0.071,-0.814,-0.685,-0.093,-0.512,0.016,-1.097,0.730,1.380,0.105,0.274,0.079,0.288,1.056,0.165,-1.138,0.493,0.261,0.372,0.810,-0.234,-0.247,0.534,-0.063,-0.005,0.012,105.270,0
40839,-0.805,1.005,1.463,0.956,-0.110,-0.051,0.756,-0.088,0.009,-0.061,-1.043,0.255,0.403,-0.313,-0.010,-0.582,0.012,-0.241,0.990,0.076,-0.211,-0.305,-0.154,0.027,-0.084,-0.473,0.192,0.197,69.370,0
40841,-0.673,1.140,1.859,0.460,0.143,-0.447,0.799,-0.044,-0.645,-0.463,0.105,0.361,0.345,0.172,1.012,-0.320,-0.088,-0.767,-0.562,-0.099,-0.070,-0.236,0.009,0.359,-0.232,-0.675,0.008,0.119,9.990,0
40846,1.548,-1.274,0.322,-1.690,-1.384,0.133,-1.518,0.189,-1.486,1.657,-0.184,-1.616,-1.199,0.006,0.432,0.475,-0.192,1.415,0.302,-0.406,-0.111,-0.013,-0.129,-0.898,0.404,-0.041,0.035,0.000,6.000,0
40848,1.201,0.276,0.821,1.948,-0.423,-0.292,-0.076,-0.100,-0.218,0.364,-0.750,0.699,0.932,-0.452,-0.931,0.104,-0.093,-0.864,-0.326,-0.064,-0.106,-0.070,-0.049,0.486,0.459,1.006,-0.056,0.008,3.720,0
40852,-1.158,0.020,2.228,0.040,0.587,0.227,0.032,0.197,0.086,-0.136,0.775,-0.263,-1.392,0.108,0.487,0.720,-1.054,0.753,-1.172,-0.232,0.273,0.856,-0.349,-0.323,-0.098,-0.408,-0.099,-0.122,39.000,0
40852,1.107,-0.129,1.030,1.603,-0.402,0.898,-0.484,0.269,1.165,-0.441,-1.417,1.241,0.615,-0.929,-1.755,-1.039,0.548,-1.289,0.355,-0.134,-0.436,-0.747,0.009,-0.409,0.517,-0.481,0.095,0.026,15.000,0
40855,0.963,-0.190,0.231,1.369,-0.590,-0.858,0.224,-0.158,0.175,0.040,-0.648,-0.546,-1.290,0.629,1.103,0.231,-0.391,0.125,-0.510,0.056,0.139,0.068,-0.216,0.372,0.577,-0.291,-0.017,0.044,144.000,0
40856,-1.033,0.523,2.103,1.647,-0.389,0.713,-0.206,0.376,1.119,0.008,-1.409,-0.148,-1.717,-0.615,-1.192,-1.605,1.200,-0.907,1.295,-0.066,-0.331,-0.523,0.022,0.048,-0.402,-0.454,0.030,0.326,12.250,0
40859,-0.925,0.551,1.450,-1.141,-0.772,0.152,-0.139,0.740,0.307,-1.379,1.032,0.230,-1.436,1.001,2.006,-0.548,0.237,0.802,1.692,0.016,0.087,0.043,-0.078,-0.350,0.147,-0.601,-0.002,0.011,57.000,0
40859,-0.718,-0.216,0.778,-2.639,1.427,3.867,-0.903,1.125,-0.555,0.166,-0.893,-0.352,0.150,-0.660,-0.297,-0.866,-0.569,1.493,-0.723,-0.244,-0.483,-0.888,-0.088,1.018,-0.162,0.838,0.177,0.167,11.400,0
40861,-1.921,1.033,0.926,3.104,-2.897,2.114,1.412,-3.315,-1.569,0.013,-0.371,-0.202,0.303,0.390,1.661,0.729,-0.044,-0.018,0.557,-0.116,-1.659,-0.242,-2.750,0.582,-0.835,0.003,0.640,-0.111,912.790,0
40862,-0.762,1.007,1.518,-0.185,-0.040,-0.293,0.402,0.288,-0.293,0.163,1.519,0.159,-1.322,0.551,0.535,0.079,-0.230,-0.241,-0.152,0.111,-0.182,-0.454,0.036,0.169,-0.316,0.080,0.382,0.165,1.290,0
40863,1.159,0.301,0.270,1.145,-0.219,-0.927,0.350,-0.306,-0.185,-0.037,-0.209,0.761,1.078,0.186,0.807,0.004,-0.486,-0.275,-0.393,0.016,0.067,0.191,-0.151,0.430,0.707,-0.337,0.012,0.030,49.000,0
40864,0.491,-0.946,-0.345,1.496,-0.020,0.454,0.629,-0.124,0.138,-0.332,-1.094,0.851,1.177,-0.116,-0.106,-0.480,-0.092,-0.762,-0.181,0.679,0.086,-0.320,-0.514,-0.709,0.672,-0.304,-0.026,0.076,387.790,0
40865,-0.134,0.652,1.156,1.201,0.023,-0.892,0.444,-0.042,-0.330,-0.030,-0.758,-1.052,-1.724,0.693,1.429,-0.311,0.026,0.346,0.686,-0.024,0.119,0.242,-0.082,0.351,-0.077,-0.246,0.052,0.035,14.280,0
40868,1.357,-1.133,0.331,-1.467,-1.269,-0.248,-0.962,-0.014,-2.217,1.546,1.517,0.067,0.742,-0.102,0.104,-0.523,0.516,-0.042,-0.329,-0.242,-0.103,0.011,0.004,0.020,0.302,-0.194,0.033,0.014,55.740,0
40868,-0.350,-0.655,1.678,-1.136,-0.935,-0.040,-0.763,0.027,-1.979,1.184,-0.762,-0.760,0.561,-0.830,-0.257,-1.783,1.608,-0.464,0.924,-0.217,-0.102,0.343,-0.093,0.114,-0.344,-0.012,0.087,0.165,20.000,0
40876,-0.816,0.145,2.373,0.719,-0.204,0.639,0.564,0.195,0.175,-0.447,0.891,0.429,-1.298,-0.221,-1.080,-0.712,0.132,0.010,0.080,0.140,0.132,0.568,-0.071,0.210,0.142,-0.326,-0.056,-0.118,97.590,0
40881,-0.841,-0.106,1.893,0.802,-0.196,0.567,0.516,0.304,0.785,-1.085,-1.386,0.840,-0.147,-0.886,-2.495,-0.968,0.441,-1.224,-0.497,0.073,-0.168,-0.335,0.426,0.057,-0.594,-0.802,0.202,0.211,133.800,0
40881,-3.914,-4.850,2.129,2.157,4.645,-3.682,-2.814,0.208,0.304,0.229,-0.707,0.229,-0.201,-0.040,0.465,-0.923,0.443,-0.256,1.392,1.602,0.208,-0.706,0.853,0.396,0.525,0.426,-0.392,-0.134,47.510,0
40881,-2.990,-3.010,2.373,-1.852,2.759,-0.572,-2.030,0.881,1.519,-2.008,0.283,1.377,0.347,-0.338,1.379,-1.743,1.046,-1.909,-1.256,0.609,0.351,0.477,0.395,-0.925,0.253,-0.013,0.025,0.111,26.000,0
40881,-0.384,0.757,1.439,-0.437,0.252,-0.345,1.346,-0.578,-0.550,0.330,1.331,0.041,-0.513,0.112,0.546,-0.076,-0.488,-0.182,1.544,0.146,-0.473,-1.178,-0.104,0.016,-0.065,0.685,-0.672,-0.519,55.940,0
40883,1.159,0.147,0.290,1.197,0.048,0.322,-0.075,0.175,0.107,0.058,0.809,0.926,-0.504,0.310,-0.733,-0.416,-0.087,-0.335,0.050,-0.206,-0.080,-0.029,-0.104,-0.297,0.668,-0.308,0.035,0.001,1.000,0
40884,1.194,0.227,0.626,0.646,-0.433,-0.704,0.007,-0.101,-0.016,-0.117,0.337,0.685,0.468,0.242,1.235,-0.096,-0.039,-1.126,-0.602,-0.121,-0.206,-0.551,0.203,0.401,0.109,0.103,-0.011,0.019,1.980,0
40885,1.239,0.156,-1.366,0.308,2.249,3.505,-0.546,0.909,0.310,-0.598,-0.137,0.081,-0.239,-1.113,0.145,0.428,0.371,0.436,0.242,0.005,-0.375,-1.044,-0.027,0.879,0.679,-0.510,0.055,0.047,8.640,0
40886,0.256,-1.954,0.709,0.571,-1.791,-0.042,-0.200,0.122,1.027,-0.471,0.927,0.828,-1.050,-0.045,-0.852,0.123,0.039,0.005,0.536,0.809,0.102,-0.587,-0.305,0.607,-0.125,0.866,-0.131,0.085,473.150,0
40886,-7.596,-0.705,-2.672,-1.423,-6.007,-0.871,-2.043,3.235,-1.682,0.915,-1.644,-0.734,-0.758,1.777,0.716,1.438,1.552,0.698,-1.453,-0.390,-0.169,-0.792,-1.508,0.778,0.307,-0.347,0.248,-0.343,215.090,0
